Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1985, 3953.072, 11809.01, 0, 6.716502, 0.8080845, 13.50425, 0, 67.41871, 2.57872, 8.973723, 18.12141, 26.21723, 3.56646, 63.81459, 1111.016, 1204.885, 1653.054, 31.75545, 0.1355921, 0.2918598, 2494.092, 0.63205, 3.00704, 3.603909, 0.9810326, -1.694214, 0.1581077, 0.168312, 0.1650383, 
1986, 4104.841, 12224.54, 0, 6.562083, 0.7755367, 13.60331, 0, 67.93264, 2.341153, 8.785288, 18.61166, 27.25983, 3.4299, 59.7594, 1178.111, 1019.389, 1496.848, 29.82819, 0.1523055, 0.2910285, 2564.099, 0.6268289, 2.99387, 3.677912, 0.9582262, -1.624463, 0.1646089, 0.1752249, 0.1718351, 
1987, 4306.564, 12643.07, 0, 6.693172, 0.7927709, 13.73895, 0, 67.98902, 2.220545, 8.565543, 18.73157, 27.22158, 3.348092, 60.29544, 1260.608, 1262.368, 1776.175, 31.21128, 0.09880325, 0.2902806, 2689.96, 0.6255409, 2.948085, 3.637567, 0.8988265, -2.045671, 0.1704773, 0.1809126, 0.1776032, 
1988, 2835.557, 8444.755, 0, 6.379806, 0.846487, 13.49266, 0, 68.61788, 3.389606, 7.273563, 16.55997, 26.62836, 4.097297, 65.63078, 628.0516, 735.0952, 986.7775, 21.43458, 0.06637151, 0.2850326, 1749.992, 0.6170966, 2.978481, 3.554654, 0.8827434, -2.3294, 0.1288057, 0.1383379, 0.1352479, 
1989, 5530.292, 15261.13, 0, 7.147789, 0.9410837, 13.81124, 0, 67.31249, 2.36601, 8.421386, 15.72816, 23.77402, 3.298179, 73.45815, 1759.235, 2165.905, 2892.022, 42.86484, 0.05409694, 0.2895437, 3383.072, 0.6169384, 2.821223, 3.363097, 0.8302349, -2.201126, 0.1794191, 0.1886816, 0.1857793, 
1990, 8607.642, 23670.7, 0, 7.177992, 0.681792, 13.93305, 0, 66.48241, 1.155288, 10.56947, 18.82728, 23.2166, 2.734043, 60.05835, 3096.691, 2627.696, 3898.427, 59.18404, 0.1609513, 0.2985077, 5163.229, 0.601159, 2.759228, 3.216649, 0.8519948, -1.052826, 0.21722, 0.2271563, 0.2240727, 
1991, 4488.965, 13598.52, 0, 6.659168, 0.7330949, 13.50098, 0, 67.19276, 2.103665, 9.810334, 18.76481, 26.74037, 3.300717, 58.48508, 1352.072, 1094.92, 1636.328, 34.18656, 0.232025, 0.2968933, 2847.403, 0.6371808, 3.050419, 3.220001, 0.9590608, -0.6030475, 0.1701142, 0.1815983, 0.1779, 
1992, 3940.782, 11692.51, 0, 6.821978, 0.904289, 13.42345, 0, 67.40252, 2.699335, 8.748427, 15.78285, 25.23515, 3.523529, 70.04757, 1093.457, 1323.127, 1766.637, 32.59358, 0.3784865, 0.2907682, 2487.392, 0.632369, 2.992295, 2.963497, 0.9615172, 0.03836896, 0.1600973, 0.1703967, 0.1671057, 
1993, 6055.914, 17306.4, 0, 6.906, 0.7248044, 13.80179, 0, 67.1769, 1.668461, 9.722035, 19.54643, 25.88667, 3.008947, 58.6816, 2011.522, 1743.441, 2566.539, 42.57865, 0.6123931, 0.2950343, 3721.952, 0.6189104, 2.889815, 3.106155, 0.922366, 0.3312365, 0.1943251, 0.2046416, 0.201395, 
1994, 4841.167, 14294.1, 0, 6.902302, 0.8215569, 13.5845, 0, 67.28231, 2.01768, 9.391645, 17.71002, 25.86733, 3.148787, 63.58377, 1486.38, 1511.149, 2115.738, 36.7427, 0.3810739, 0.293922, 3047.11, 0.6306317, 2.959825, 3.151469, 0.9411696, -0.2822117, 0.1822817, 0.1931327, 0.1897011, 
1995, 3028.545, 9137.024, 0, 6.496347, 0.8323107, 13.42299, 0, 68.02932, 3.260156, 7.958887, 17.11832, 26.3716, 3.999708, 65.94257, 714.1157, 772.4585, 1057.296, 24.30624, 0.3286349, 0.2882136, 1899.016, 0.6253038, 3.013467, 3.14476, 0.9435144, -0.3025311, 0.1342963, 0.1439022, 0.1407829, 
1996, 7339.926, 20174.38, 0, 7.425528, 0.8623267, 13.87996, 0, 66.50631, 1.577891, 9.747987, 16.4323, 22.53964, 2.85255, 70.88685, 2531.467, 2778.516, 3823.267, 55.24913, 0.607231, 0.2938591, 4476.457, 0.6116764, 2.759583, 2.997005, 0.8744938, 0.3610179, 0.2098589, 0.2190375, 0.2162079, 
1997, 6559.412, 18846.24, 0, 6.819234, 0.6513737, 13.70959, 0, 66.80994, 1.566916, 10.44293, 20.1794, 25.96803, 2.991596, 54.92134, 2240.741, 1670.923, 2581.105, 45.25936, 0.6257505, 0.2987967, 4013.08, 0.6219807, 2.939522, 3.216445, 0.9405803, 0.2444919, 0.1939163, 0.2048866, 0.2013997, 
1998, 6019.209, 17479.03, 0, 7.083559, 0.7550718, 13.59011, 0, 66.59209, 1.693339, 10.28581, 18.83435, 25.36681, 2.987231, 61.52374, 1993.458, 1958.064, 2770.09, 45.64496, 1.261453, 0.2959322, 3749.222, 0.6273199, 2.928357, 3.029648, 0.9723061, 1.053334, 0.1956105, 0.2062062, 0.2028719, 
1999, 2953.491, 8943.737, 0, 6.641932, 0.8179817, 13.3431, 0, 67.49012, 3.502111, 8.204761, 17.31937, 25.53517, 4.176367, 67.54075, 684.3676, 808.0732, 1078.843, 25.50347, 0.9097273, 0.2899548, 1866.923, 0.6292779, 3.025833, 2.990793, 0.9641337, 0.6725418, 0.1281652, 0.1370472, 0.1341399, 
2000, 5867.324, 16727.22, 0, 7.088907, 0.8133925, 13.76276, 0, 67.2215, 1.730875, 9.382565, 17.79754, 24.92361, 2.972075, 63.71717, 1917.059, 1943.222, 2731.035, 41.87857, 0.7178863, 0.2923954, 3624.204, 0.6182273, 2.853687, 3.060978, 0.9030778, 0.4370531, 0.1982532, 0.2081497, 0.2050731, 
2001, 4528.138, 13494.55, 0, 6.785357, 0.7733638, 13.65228, 0, 67.52038, 2.030845, 9.237786, 19.04659, 27.2483, 3.203357, 59.43047, 1360.314, 1224.905, 1776.121, 32.85181, 0.5746393, 0.2931997, 2862.243, 0.6327603, 2.983199, 3.166011, 0.91407, 0.1766253, 0.1775608, 0.1885636, 0.1850704, 
2002, 2187.912, 6016.29, 0, 6.599704, 0.6403713, 13.11699, 0, 68.75344, 5.359935, 5.529562, 19.32639, 21.00128, 6.183777, 64.40022, 361.9951, 394.4026, 534.6255, 16.88756, 0.4282843, 0.2796199, 1251.807, 0.5515341, 2.692494, 3.154532, 0.8246612, 0.0958716, 0.0809178, 0.08481011, 0.08354646, 
2003, 7533.698, 20383.97, 0, 7.457228, 0.8588562, 14.03426, 0, 66.73327, 1.560365, 9.356022, 16.63594, 22.64913, 2.852519, 70.00591, 2612.379, 2883.771, 3965.174, 54.65637, 0.3588235, 0.2923265, 4560.073, 0.607818, 2.719776, 3.130125, 0.8168188, -0.131264, 0.2109403, 0.2196712, 0.2169914, 
2004, 8135.72, 22546.93, 0, 7.23744, 0.7172101, 13.90966, 0, 66.40612, 1.254783, 10.4748, 18.60145, 23.31089, 2.759692, 61.86113, 2896.098, 2497.877, 3684.4, 57.15958, 0.4064889, 0.2991256, 4930.159, 0.6076466, 2.779255, 3.283278, 0.8272933, -0.09193456, 0.2140734, 0.2243359, 0.2211398, 
2005, 6020.673, 17419.91, 0, 7.072971, 0.7705503, 13.73116, 0, 66.73762, 1.671281, 10.01642, 18.61355, 25.06675, 2.964329, 62.06804, 1998.549, 1712.524, 2525.198, 44.57302, 0.4479775, 0.2985755, 3759.845, 0.6276447, 2.909478, 3.345599, 0.8741965, -0.01691176, 0.1949049, 0.2060289, 0.2025113, 
2006, 7027.318, 19732.25, 0, 7.365318, 0.820741, 13.77582, 0, 66.39021, 1.522732, 10.12519, 17.10492, 23.0978, 2.847109, 67.68238, 2409.389, 2508.864, 3497.456, 53.24319, 0.6034369, 0.2967176, 4335.813, 0.6179182, 2.813884, 3.308123, 0.8819716, 0.2580424, 0.2077067, 0.2177525, 0.2146267, 
2007, 6064.936, 17443.11, 0, 6.917115, 0.5875272, 13.99178, 0, 67.09682, 1.50581, 9.900935, 22.42125, 27.97966, 3.092499, 49.09112, 2034.55, 1495.194, 2322.354, 41.32539, 0.6221976, 0.2962559, 3755.464, 0.6276486, 2.92058, 3.613568, 0.9022563, 0.3266892, 0.1889166, 0.1994733, 0.1961159, 
2008, 3937.825, 11475.53, 0, 7.044454, 0.9190095, 13.45414, 0, 67.07656, 3.152892, 8.352944, 15.36739, 23.1006, 3.773864, 73.91723, 1091.019, 1334.965, 1777.903, 32.63218, 0.4919489, 0.2918486, 2473.618, 0.6270936, 2.928476, 3.348628, 0.9323457, -0.09776465, 0.1523502, 0.1609827, 0.1582295, 
2009, 6495.568, 18287.2, 0, 7.285669, 0.846936, 13.78968, 0, 66.68136, 1.660195, 9.736152, 17.10987, 23.67099, 2.908495, 68.13789, 2180.72, 2254.981, 3150.96, 48.70407, 0.6370775, 0.2947836, 4015.628, 0.6194061, 2.826272, 3.317353, 0.888397, 0.3202303, 0.2030694, 0.212968, 0.2098889, 
2010, 7508.09, 21010.7, 0, 7.027418, 0.6426333, 13.91345, 0, 66.66727, 1.351313, 10.39792, 20.46288, 25.42265, 2.876214, 55.26132, 2641.348, 2111.413, 3191.037, 51.61208, 0.4741628, 0.2985203, 4558.651, 0.6149369, 2.852547, 3.48335, 0.9017918, -0.07413863, 0.2040777, 0.2145082, 0.2112213, 
2011, 5052.894, 14812.97, 0, 7.159657, 0.9014303, 13.48372, 0, 66.59171, 2.165148, 9.69834, 15.88363, 24.13737, 3.161478, 70.97075, 1567.898, 1794.135, 2431.822, 41.6918, 0.5509368, 0.2955995, 3201.535, 0.6374317, 2.96033, 3.250504, 0.9675739, 0.05658776, 0.1821612, 0.1927927, 0.18942, 
2012, 4266.371, 12674.76, 0, 6.60114, 0.6995828, 13.62535, 0, 67.54996, 2.42594, 9.098019, 19.9153, 27.42108, 3.531474, 56.56549, 1257.684, 954.4476, 1461.555, 30.34541, 0.6995013, 0.2929532, 2664.067, 0.6296026, 3.009875, 3.252923, 0.9759253, 0.3889617, 0.1602988, 0.1704344, 0.1671683, 
2013, 4291.002, 12592.51, 0, 6.929716, 0.8898022, 13.55344, 0, 67.50649, 2.444213, 8.676341, 16.3924, 25.58969, 3.358315, 67.79361, 1242.944, 1416.835, 1924.159, 33.10306, 0.3702863, 0.2900005, 2697.114, 0.6300144, 2.948537, 3.251529, 0.948976, -0.332146, 0.1708146, 0.1810047, 0.1777825, 
2014, 5175.571, 15114.43, 0, 6.925025, 0.8127605, 13.66701, 0, 67.32189, 1.873542, 9.399774, 17.95108, 25.70059, 3.068664, 63.01979, 1628.039, 1539.139, 2203.563, 37.77398, 0.3599943, 0.2934729, 3236.421, 0.6256931, 2.923446, 3.258545, 0.9302321, -0.3207997, 0.1887178, 0.1993302, 0.1959953, 
2015, 3918.594, 11840.41, 0, 6.642056, 0.808022, 13.5084, 0, 67.70432, 2.369055, 8.968143, 17.73811, 27.03444, 3.408075, 61.96252, 1095.811, 1065.911, 1507.548, 29.5621, 0.284719, 0.2914591, 2483.125, 0.6336855, 3.023669, 3.286458, 0.962635, -0.5875251, 0.1644803, 0.1754044, 0.1719136, 
2016, 3087.508, 9306.311, 0, 6.35993, 0.7780059, 13.51895, 0, 68.49459, 2.947544, 7.900982, 17.94438, 27.89362, 3.90455, 60.34465, 740.8293, 761.5137, 1058.571, 22.77155, 0.2260219, 0.2856563, 1924.527, 0.6222768, 3.012231, 3.262749, 0.9543834, -0.6688842, 0.1393746, 0.1493516, 0.146132, 
2017, 3154.306, 9142.509, 0, 6.522873, 0.8563125, 13.36534, 0, 68.54915, 3.586459, 7.119869, 16.03962, 24.58315, 4.245211, 68.49053, 758.3395, 955.9111, 1264.166, 23.72629, 0.1732861, 0.2833503, 1914.907, 0.6001809, 2.892271, 3.207061, 0.9011174, -0.9512177, 0.132404, 0.1408306, 0.1381348, 
